GAME_ID,SEASON,LEAGUE,PLAYER,TEAM,CODE,MATCHUP,MIN,PTS,2PM,2PA,3PM,3PA,FTM,FTA,DREB,OREB,REB,AST,STL,TOV,BLK,PF
7,2025-26,Euroleague,FACUNDO CAMPAZZO,MAD,MAD,"2025-09-30, VIR vs MAD",26,8,1,2,2,4,0,0,3,1,4,5,0,2,0,4
7,2025-26,Euroleague,CHUMA OKEKE,MAD,MAD,"2025-09-30, VIR vs MAD",22,6,1,3,1,5,1,2,5,2,7,0,1,1,0,2
7,2025-26,Euroleague,MARIO HEZONJA,MAD,MAD,"2025-09-30, VIR vs MAD",25,14,7,12,0,7,0,0,3,0,3,1,3,1,0,2
7,2025-26,Euroleague,GABRIEL DECK,MAD,MAD,"2025-09-30, VIR vs MAD",21,12,5,5,0,1,2,2,3,1,4,0,0,0,0,3
7,2025-26,Euroleague,USMAN GARUBA,MAD,MAD,"2025-09-30, VIR vs MAD",5,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0
7,2025-26,Euroleague,BRUNO FERNANDO,MAD,MAD,"2025-09-30, VIR vs MAD",11,4,2,3,0,0,0,0,3,1,4,2,0,0,0,2
7,2025-26,Euroleague,WALTER TAVARES,MAD,MAD,"2025-09-30, VIR vs MAD",22,6,3,6,0,0,0,2,0,2,2,1,1,1,3,2
7,2025-26,Euroleague,SERGIO LLULL,MAD,MAD,"2025-09-30, VIR vs MAD",15,5,2,3,0,3,1,1,1,0,1,1,0,1,0,1
7,2025-26,Euroleague,ANDRES FELIZ,MAD,MAD,"2025-09-30, VIR vs MAD",21,4,2,3,0,1,0,0,0,1,1,0,0,2,0,2
8,2025-26,Euroleague,ARMANDO BACOT JR.,ULK,ULK,"2025-10-01, ULK vs PRS",14,4,2,2,0,0,0,0,1,0,1,0,1,2,0,0
8,2025-26,Euroleague,METECAN BIRSEN,ULK,ULK,"2025-10-01, ULK vs PRS",1,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0
8,2025-26,Euroleague,WADE BALDWIN IV,ULK,ULK,"2025-10-01, ULK vs PRS",26,10,3,6,0,2,4,8,1,1,2,10,0,1,0,2
8,2025-26,Euroleague,NICOLO MELLI,ULK,ULK,"2025-10-01, ULK vs PRS",25,9,0,2,3,5,0,0,5,1,6,3,3,1,1,1
8,2025-26,Euroleague,TALEN HORTON TUCKER,ULK,ULK,"2025-10-01, ULK vs PRS",20,20,4,4,2,6,6,7,2,0,2,2,1,5,1,4
