GAME_ID,SEASON,LEAGUE,PLAYER,TEAM,MATCHUP,MIN,PTS,2PM,2PA,3PM,3PA,FTM,FTA,DREB,OREB,REB,AST,STL,TOV,BLK,PF
25074,2025-26,Serie A,IKE ANIGBOGU,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",23,7,2,4,0,1,3,6,3,5,8,0,0,0,2,5
25074,2025-26,Serie A,PAYTON WILLIS,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",26,14,3,5,2,7,2,2,1,2,3,3,1,2,0,3
25074,2025-26,Serie A,TAJION JONES,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",19,9,3,4,1,7,0,0,3,0,3,1,2,1,0,1
25074,2025-26,Serie A,DAVIDE CASARIN,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",15,13,5,7,0,0,3,7,5,2,7,0,0,2,0,4
25074,2025-26,Serie A,SASHA GRANT,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",18,5,2,3,0,0,1,2,1,2,3,6,1,2,0,3
25074,2025-26,Serie A,FILIPPO GALLI,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25074,2025-26,Serie A,GIOVANNI VERONESI,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",28,13,2,4,3,6,0,2,1,2,3,2,2,1,0,3
25074,2025-26,Serie A,CHRISTIAN BURNS,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",9,4,0,0,0,1,4,4,0,0,0,2,0,0,0,4
25074,2025-26,Serie A,ALJAMI DURHAM,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",31,24,6,9,3,4,3,4,3,3,6,9,3,1,0,4
25074,2025-26,Serie A,OUSMANE NDIAYE,VANOLI BASKET CREMONA,"2025-11-15, CRE vs TRI",30,24,5,10,4,6,2,2,7,4,11,1,1,3,1,1
25074,2025-26,Serie A,JUAN TOSCANO-ANDERSON,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",19,6,1,2,1,5,1,2,0,0,0,2,0,2,1,4
25074,2025-26,Serie A,COLBEY ROSS,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",18,11,3,3,1,1,2,2,0,0,0,5,0,3,0,2
25074,2025-26,Serie A,LODOVICO DEANGELI,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",10,3,0,0,1,2,0,0,3,0,3,0,0,0,0,2
25074,2025-26,Serie A,JARROD UTHOFF,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",27,15,2,2,3,4,2,2,2,1,3,3,1,1,0,2
25074,2025-26,Serie A,MICHELE RUZZIER,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",19,11,3,3,1,4,2,2,1,0,1,3,1,2,0,3
25074,2025-26,Serie A,MADY SISSOKO,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",23,12,2,7,0,0,8,12,6,2,8,0,0,1,0,4
25074,2025-26,Serie A,FRANCESCO CANDUSSI,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",14,4,2,3,0,2,0,0,2,0,2,0,0,1,0,4
25074,2025-26,Serie A,PIETRO IANNUZZI,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25074,2025-26,Serie A,MARKEL BROWN,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",22,13,2,4,2,4,3,3,3,1,4,2,2,1,0,2
25074,2025-26,Serie A,JEFF BROOKS,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25074,2025-26,Serie A,DAVIDE MORETTI,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",20,3,0,2,1,4,0,0,1,1,2,1,1,1,0,0
25074,2025-26,Serie A,JAHMI'US RAMSEY,PALLACANESTRO TRIESTE,"2025-11-15, CRE vs TRI",28,16,0,1,2,4,10,11,0,0,0,0,0,2,0,1
25073,2025-26,Serie A,CARLOS MARSHALL JR.,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",25,14,3,6,2,4,2,2,6,0,6,3,3,3,0,5
25073,2025-26,Serie A,DESURE BUIE,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",37,17,2,3,2,8,7,8,1,1,2,9,1,3,0,1
25073,2025-26,Serie A,ALESSANDRO ZANELLI,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
25073,2025-26,Serie A,FADILOU SECK,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25073,2025-26,Serie A,LAURYNAS BELIAUSKAS,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",26,9,0,0,3,6,0,0,2,2,4,2,0,2,0,3
25073,2025-26,Serie A,NATE JOHNSON,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",27,19,2,4,4,7,3,4,3,1,4,1,0,3,0,3
25073,2025-26,Serie A,MARCO CERON,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25073,2025-26,Serie A,ENRICO CASU,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25073,2025-26,Serie A,LUCA VINCINI,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",20,9,4,5,0,0,1,2,4,4,8,0,1,0,1,4
25073,2025-26,Serie A,ANDREA MEZZANOTTE,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",11,2,1,3,0,0,0,0,2,0,2,2,0,0,0,1
25073,2025-26,Serie A,RASHAWN THOMAS,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",28,12,5,10,0,2,2,6,3,3,6,0,1,1,0,4
25073,2025-26,Serie A,NICK MCGLYNN,BANCO DI SARDEGNA SASSARI,"2025-11-16, SAS vs TRN",20,7,3,6,0,0,1,2,2,3,5,0,1,1,1,4
25073,2025-26,Serie A,DJ STEWARD,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",16,5,1,3,1,3,0,0,0,0,0,1,1,3,0,2
25073,2025-26,Serie A,DEVANTE' JONES,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",25,19,4,6,0,2,11,12,2,1,3,4,1,2,1,4
25073,2025-26,Serie A,CHEICKH NIANG,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",20,3,0,0,0,3,3,4,0,1,1,0,0,0,0,2
25073,2025-26,Serie A,TOTO FORRAY,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",10,2,1,2,0,2,0,0,1,0,1,2,0,2,1,4
25073,2025-26,Serie A,THEO AIRHIENBUWA,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25073,2025-26,Serie A,FEDERICO CATTAPAN,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25073,2025-26,Serie A,SELOM MAWUGBE,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",23,5,2,2,0,0,1,2,2,3,5,1,1,2,3,3
25073,2025-26,Serie A,PEYTON ALDRIDGE,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",34,15,3,7,2,7,3,3,4,2,6,0,0,0,0,3
25073,2025-26,Serie A,ANDREJ JAKIMOVSKI,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",28,15,3,5,2,5,3,4,7,0,7,1,0,0,0,2
25073,2025-26,Serie A,OUMAR FALL,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0
25073,2025-26,Serie A,PATRICK HASSAN,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25073,2025-26,Serie A,KHALIF BATTLE,DOLOMITI ENERGIA TRENTINO,"2025-11-16, SAS vs TRN",32,22,3,5,2,8,10,11,1,0,1,2,0,3,0,3
25076,2025-26,Serie A,DAVIDE ALVITI,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",18,9,1,1,2,4,1,2,5,0,5,0,0,1,0,5
25076,2025-26,Serie A,TAZE MOORE,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",29,10,4,7,0,2,2,2,3,1,4,6,2,1,2,1
25076,2025-26,Serie A,MAURO VILLA,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,2025-26,Serie A,ELISEE ASSUI,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",28,12,3,4,1,3,3,3,7,2,9,0,2,1,1,3
25076,2025-26,Serie A,OLIVIER NKAMHOUA,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",32,16,5,11,1,5,3,3,5,2,7,3,0,0,2,3
25076,2025-26,Serie A,IKE IROEGBU,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",25,25,9,10,1,6,4,7,3,1,4,6,0,2,0,2
25076,2025-26,Serie A,MATTEO LIBRIZZI,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",17,6,0,0,1,3,3,3,1,0,1,2,2,1,0,3
25076,2025-26,Serie A,NATE RENFRO,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",24,8,4,7,0,0,0,0,1,2,3,2,2,2,0,3
25076,2025-26,Serie A,MARCO BERGAMIN,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,2025-26,Serie A,MAXIMILIAN LADURNER,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25076,2025-26,Serie A,STEFAN MOODY,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3
25076,2025-26,Serie A,ALLERIK FREEMAN,OPENJOBMETIS VARESE,"2025-11-16, VAR vs CNT",19,5,1,3,1,3,0,1,3,1,4,2,0,0,0,3
25076,2025-26,Serie A,JACOB GILYARD,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",26,17,1,3,3,8,6,6,3,2,5,4,0,1,0,3
25076,2025-26,Serie A,JORDAN BOWDEN,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",16,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1
25076,2025-26,Serie A,RICCARDO MORASCHINI,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",17,0,0,4,0,3,0,0,3,0,3,0,1,0,0,1
25076,2025-26,Serie A,ANDREA DE NICOLAO,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",18,8,1,2,2,4,0,0,1,0,1,2,0,1,0,4
25076,2025-26,Serie A,OUMAR BALLO,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",26,9,4,7,0,0,1,3,7,4,11,0,0,0,1,2
25076,2025-26,Serie A,GIORDANO BORTOLANI,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",24,13,3,4,1,6,4,4,3,0,3,4,0,1,0,4
25076,2025-26,Serie A,XAVIER SNEED,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",25,11,1,5,1,5,6,7,3,1,4,1,1,3,0,4
25076,2025-26,Serie A,GRANT BASILE,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",15,5,1,3,0,3,3,4,3,2,5,1,0,4,1,1
25076,2025-26,Serie A,IFE JOSHUA AJAYI,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",26,15,4,6,1,2,4,4,3,2,5,0,0,1,0,3
25076,2025-26,Serie A,BOGDAN ZIMONJIC,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,2025-26,Serie A,SIMONE VENTURA,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,2025-26,Serie A,LEONARDO OKEKE,ACQUA S.BERNARDO CANTU,"2025-11-16, VAR vs CNT",7,4,2,2,0,0,0,0,1,1,2,0,0,0,0,0
25075,2025-26,Serie A,JAYLEN BARFORD,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",33,20,5,8,2,2,4,5,3,0,3,0,1,0,0,3
25075,2025-26,Serie A,TOMAS WOLDETENSAE,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",18,6,0,0,2,4,0,0,1,0,1,1,0,0,0,1
25075,2025-26,Serie A,TROY CAUPAIN,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",32,4,2,5,0,2,0,0,7,0,7,12,0,4,0,1
25075,2025-26,Serie A,BRYSON WILLIAMS,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",23,21,6,10,0,1,9,13,2,3,5,0,1,2,0,2
25075,2025-26,Serie A,JAMAR SMITH,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",20,7,2,7,1,2,0,0,1,0,1,2,0,0,0,0
25075,2025-26,Serie A,LORENZO UGLIETTI,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",18,7,3,6,0,0,1,2,1,2,3,2,1,1,0,5
25075,2025-26,Serie A,LUCA SEVERINI,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",16,0,0,1,0,3,0,0,0,1,1,1,0,0,0,3
25075,2025-26,Serie A,MAME SABA DEME EL HADJI,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25075,2025-26,Serie A,JAIME ECHENIQUE,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",19,10,4,6,0,0,2,2,3,0,3,1,2,2,0,4
25075,2025-26,Serie A,MICHELE VITALI,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",21,4,0,0,1,1,1,2,2,0,2,1,0,0,0,0
25075,2025-26,Serie A,PABLO GIOVANNI ABREU,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25075,2025-26,Serie A,KWAN CHEATHAM,UNA HOTELS REGGIO EMILIA,"2025-11-16, REM vs VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25075,2025-26,Serie A,R.J. COLE,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",33,29,5,7,5,11,4,5,2,0,2,2,0,1,0,3
25075,2025-26,Serie A,CHRIS HORTON,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",28,8,1,2,0,0,6,6,6,2,8,1,2,0,1,3
25075,2025-26,Serie A,ALESSANDRO LEVER,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25075,2025-26,Serie A,GIOVANNI DE NICOLAO,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25075,2025-26,Serie A,LEONARDO CANDI,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",8,2,1,3,0,0,0,0,0,2,2,0,0,0,0,0
25075,2025-26,Serie A,KY BOWMAN,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",16,3,0,2,1,3,0,0,0,0,0,1,1,1,0,1
25075,2025-26,Serie A,CARL WHEATLE,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",25,6,0,0,2,4,0,0,4,1,5,0,0,0,0,2
25075,2025-26,Serie A,STEFAN NIKOLIC,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",9,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1
25075,2025-26,Serie A,JORDAN PARKS,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",27,12,2,3,2,4,2,2,1,0,1,2,3,3,1,4
25075,2025-26,Serie A,KYLE WILTJER,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",15,2,1,3,0,1,0,0,1,0,1,2,0,1,0,2
25075,2025-26,Serie A,DENZEL VALENTINE,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",28,23,3,4,4,7,5,8,4,0,4,4,1,1,0,1
25075,2025-26,Serie A,AMEDEO TESSITORI,UMANA REYER VENEZIA,"2025-11-16, REM vs VEN",11,4,2,5,0,0,0,0,3,1,4,1,0,2,0,3
25072,2025-26,Serie A,SAVION FLAGG,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",31,5,0,5,1,1,2,2,3,1,4,4,1,2,0,3
25072,2025-26,Serie A,NAZARETH MITROU-LONG,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",30,18,4,5,2,5,4,4,6,1,7,3,1,1,0,4
25072,2025-26,Serie A,ISHMAEL EL-AMIN,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",23,6,2,5,0,3,2,2,1,1,2,1,1,4,0,2
25072,2025-26,Serie A,ED CROSWELL,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",13,7,3,4,0,0,1,4,1,1,2,0,1,1,1,3
25072,2025-26,Serie A,LEONARDO FAGGIAN,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25072,2025-26,Serie A,STEFANO SACCOCCIA,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25072,2025-26,Serie A,MIRKO GLORIA,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25072,2025-26,Serie A,KASPAR TREIER,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",18,2,1,2,0,3,0,0,4,1,5,0,1,1,1,3
25072,2025-26,Serie A,STEFANO GENTILE,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
25072,2025-26,Serie A,AAMIR SIMMS,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",31,13,5,9,1,2,0,0,1,0,1,2,3,2,0,3
25072,2025-26,Serie A,GUGLIELMO CARUSO,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",12,4,2,3,0,1,0,0,1,2,3,0,0,2,0,2
25072,2025-26,Serie A,RASIR BOLTON,GUERRI NAPOLI,"2025-11-16, NAP vs BRE",34,17,7,10,0,2,3,4,2,1,3,7,1,2,1,1
25072,2025-26,Serie A,MIRO BILAN,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",27,19,9,12,0,0,1,2,3,4,7,1,1,5,0,3
25072,2025-26,Serie A,GIANCARLO FERRERO,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25072,2025-26,Serie A,ANDREA DONEDA,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25072,2025-26,Serie A,MATTIA SANTINON,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25072,2025-26,Serie A,AMEDEO DELLA VALLE,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",31,24,2,2,5,10,5,5,6,0,6,3,1,0,0,1
25072,2025-26,Serie A,MAURICE NDOUR,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",24,8,4,5,0,0,0,2,3,0,3,2,0,4,0,4
25072,2025-26,Serie A,JASON BURNELL,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",28,10,2,7,1,1,3,4,5,2,7,3,2,1,1,4
25072,2025-26,Serie A,NIKOLA IVANOVIC,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",36,9,1,5,1,5,4,4,1,1,2,3,2,3,0,2
25072,2025-26,Serie A,JOSEPH MOBIO,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",9,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1
25072,2025-26,Serie A,DEMETRE RIVERS,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",31,10,3,6,1,6,1,1,3,2,5,3,0,0,1,2
25072,2025-26,Serie A,DAVID REGINALD COURNOOH,GERMANI BRESCIA,"2025-11-16, NAP vs BRE",13,3,0,0,1,1,0,0,0,1,1,1,0,2,0,2
25071,2025-26,Serie A,JOE RAGLAND,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",25,3,0,6,0,2,3,4,2,0,2,4,0,5,0,3
25071,2025-26,Serie A,BRIANTE WEBER,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",22,11,0,4,2,4,5,6,2,0,2,0,1,4,0,3
25071,2025-26,Serie A,MUHAMMAD-ALI ABDUR-RAHKMAN,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",27,8,3,7,0,3,2,2,0,0,0,4,1,1,0,2
25071,2025-26,Serie A,DAVID TORRESANI,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",17,12,1,1,2,3,4,4,0,1,1,1,1,2,0,3
25071,2025-26,Serie A,FEDERICO MIASCHI,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",13,5,0,0,1,2,2,4,1,0,1,0,0,0,0,2
25071,2025-26,Serie A,KRUIZE PINKINS,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",27,15,3,7,1,2,6,6,4,3,7,2,1,2,0,2
25071,2025-26,Serie A,MATTEO BEDIN,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25071,2025-26,Serie A,MATTEO CHILLO,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",15,0,0,0,0,1,0,0,1,0,1,0,2,0,0,4
25071,2025-26,Serie A,DESHAWN STEPHENS,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",26,10,4,9,0,0,2,4,4,4,8,0,0,1,0,3
25071,2025-26,Serie A,FRANCESCO PELLEGRINO,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25071,2025-26,Serie A,OSVALDAS OLISEVICIUS,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",26,15,3,6,2,2,3,3,0,2,2,1,1,1,0,3
25071,2025-26,Serie A,TOMMASO SPINAZZE,NUTRIBULLET TREVISO BASKET,"2025-11-17, TVB vs BOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25071,2025-26,Serie A,LUCA VILDOZA,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",22,10,4,5,0,2,2,2,2,0,2,4,5,2,0,4
25071,2025-26,Serie A,CARSEN EDWARDS,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",22,16,5,6,1,5,3,4,1,0,1,8,0,2,0,4
25071,2025-26,Serie A,ALESSANDRO PAJOLA,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",19,8,0,2,2,4,2,2,1,0,1,5,1,1,0,2
25071,2025-26,Serie A,SALIOU NIANG,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",16,2,1,2,0,0,0,2,3,1,4,0,0,2,0,2
25071,2025-26,Serie A,MATTEO ACCORSI,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25071,2025-26,Serie A,DERRICK ALSTON,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",25,25,4,5,5,5,2,2,4,0,4,0,0,1,0,3
25071,2025-26,Serie A,DANIEL HACKETT,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",19,7,3,3,0,1,1,2,2,0,2,0,1,0,0,2
25071,2025-26,Serie A,MATT MORGAN,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",16,3,1,1,0,3,1,1,0,0,0,5,1,1,0,3
25071,2025-26,Serie A,ALIOU DIARRA,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",17,11,4,5,0,0,3,4,3,2,5,2,1,0,0,1
25071,2025-26,Serie A,KARIM JALLOW,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",22,6,1,2,1,2,1,2,2,0,2,0,0,2,0,4
25071,2025-26,Serie A,MOUHAMET RASSOUL DIOUF,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",17,7,2,3,0,0,3,4,3,0,3,1,0,0,0,2
25071,2025-26,Serie A,NICOLA AKELE,VIRTUS OLIDATA BOLOGNA,"2025-11-17, TVB vs BOL",3,4,2,2,0,0,0,0,1,0,1,0,0,0,0,1
25078,2025-26,Serie A,MIRO BILAN,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",29,11,4,10,0,0,3,4,3,4,7,2,0,1,0,0
25078,2025-26,Serie A,GIANCARLO FERRERO,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,2025-26,Serie A,ANDREA DONEDA,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,2025-26,Serie A,MATTIA SANTINON,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,2025-26,Serie A,AMEDEO DELLA VALLE,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",30,6,2,5,0,8,2,2,2,0,2,8,2,2,0,0
25078,2025-26,Serie A,MAURICE NDOUR,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",30,16,4,7,1,2,5,6,9,0,9,1,2,0,1,1
25078,2025-26,Serie A,JASON BURNELL,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",27,6,3,7,0,1,0,0,4,4,8,3,0,2,0,4
25078,2025-26,Serie A,NIKOLA IVANOVIC,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",32,13,2,3,2,7,3,6,6,0,6,4,4,3,0,3
25078,2025-26,Serie A,JOSEPH MOBIO,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",10,0,0,2,0,1,0,0,0,2,2,1,0,0,1,2
25078,2025-26,Serie A,DEMETRE RIVERS,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",26,19,1,1,5,6,2,2,0,1,1,1,0,0,2,2
25078,2025-26,Serie A,DAVID REGINALD COURNOOH,GERMANI BRESCIA,"2025-11-21, BRE vs CRE",16,12,1,1,2,4,4,4,1,1,2,0,0,0,0,2
25078,2025-26,Serie A,IKE ANIGBOGU,VANOLI BASKET CREMONA,"2025-11-21, BRE vs CRE",10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
25078,2025-26,Serie A,PAYTON WILLIS,VANOLI BASKET CREMONA,"2025-11-21, BRE vs CRE",27,9,2,4,1,5,2,2,4,0,4,4,0,2,1,2
