"GAME_ID","SEASON","LEAGUE","PLAYER","TEAM","MATCHUP","MIN","PTS","2PM","2PA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","TOV","BLK","PF"
"2494140D","2025-26","GBL","ΦΟΣΤΕΡ ΚAΙΛ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",13,10,0,0,2,2,4,5,0,1,1,3,1,2,0,2
"2494140D","2025-26","GBL","ΛAΜΠΡΕΧΤ ΤΙΜ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",9,8,4,5,0,0,0,0,0,1,1,0,0,0,0,1
"2494140D","2025-26","GBL","ΡAΪΤ-ΦΟΡΕΜAΝ ΤΖAΣΤΙΝ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",30,22,6,9,3,5,1,1,1,3,4,3,0,3,0,3
"2494140D","2025-26","GBL","ΝΤAΡΚΟ-ΚΕΛΙ ΖAΚΙΟΥΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",22,6,0,0,2,5,0,0,0,1,1,1,0,0,0,3
"2494140D","2025-26","GBL","ΣΜΙΘ ΚΡΙΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",23,10,4,4,0,1,2,5,2,2,4,2,2,7,0,2
"2494140D","2025-26","GBL","ΤΣΙAΚΜAΣ ΝΙΚΟΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",8,3,0,0,1,3,0,0,0,0,0,2,1,1,0,2
"2494140D","2025-26","GBL","ΠΟΥΛΙAΝΙΤΗΣ ΜAΡΙΟΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2494140D","2025-26","GBL","ΜΩΡAΪΤΗΣ ΔΗΜΗΤΡΗΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",34,14,1,3,3,10,3,4,0,0,0,8,1,0,1,4
"2494140D","2025-26","GBL","ΟΥΕAΡ ΛAΝΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",17,5,2,3,0,0,1,4,3,2,5,0,1,0,0,2
"2494140D","2025-26","GBL","ΚAΜΠΟΥΡΙΔΗΣ ΚΩΝΣΤAΝΤΙΝΟΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",16,6,0,2,2,3,0,0,1,1,2,0,2,0,0,2
"2494140D","2025-26","GBL","ΧΡΗΣΤΙΔΗΣ ΒAΣΙΛΗΣ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",14,6,3,5,0,0,0,0,2,4,6,0,1,1,1,3
"2494140D","2025-26","GBL","ΣΥΛΛAΣ ΚΟΟΥΛ - ΤΖΩΝ","ΗΡΑΚΛΗΣ","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",13,0,0,0,0,0,0,0,0,3,3,1,0,0,2,1
"2494140D","2025-26","GBL","ΜAΚAΛΟΥΜ ΚΕΝΤAΛ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",30,7,2,4,0,1,3,4,0,3,3,8,4,5,0,2
"2494140D","2025-26","GBL","ΣΤAΥΡAΚΟΠΟΥΛΟΣ ΣΩΤΗΡΗΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",8,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
"2494140D","2025-26","GBL","ΜAΚΟΥΡA ΤΖΕΙ ΠΙ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",22,15,2,4,3,5,2,2,2,0,2,1,0,1,0,3
"2494140D","2025-26","GBL","ΓΚΡΕΙ ΡΟΜΠ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",26,14,3,10,2,7,2,3,1,2,3,2,2,3,1,3
"2494140D","2025-26","GBL","ΠΟΛΙΚAΠ ΠAΟΥΛΙ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",10,7,2,2,0,0,3,4,0,2,2,0,1,0,0,2
"2494140D","2025-26","GBL","ΜΠAΖΙΝAΣ ΘAΝAΣΗΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",15,0,0,1,0,1,0,0,0,1,1,5,0,1,0,1
"2494140D","2025-26","GBL","ΧAΜΟΝΤΣ ΛΕΙΤΟΝ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",34,20,6,9,2,5,2,3,0,1,1,3,0,0,0,4
"2494140D","2025-26","GBL","ΚΟΜΝΙAΝΙΔΗΣ ΙΩAΝΝΗΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2494140D","2025-26","GBL","ΛAΓΙΟΣ AΓΓΕΛΟΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",12,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
"2494140D","2025-26","GBL","ΚΟΛΕΜAΝ ΚΕΝΤAΛ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",15,7,3,5,0,1,1,2,3,5,8,1,0,0,0,1
"2494140D","2025-26","GBL","ΠΛΩΤAΣ ΝΙΚΟΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"2494140D","2025-26","GBL","ΚAΡAΓΙAΝΝΙΔΗΣ AΝΤΩΝΗΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-10-04, ΗΡΑΚ vs ΠΡΟΜ",18,9,4,7,0,0,1,5,4,6,10,1,0,2,1,1
"7A54A45E","2025-26","GBL","ΟΥΪΓΚΙΝΣ ΝΤΙΜAΖΙΟ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",14,5,2,3,0,0,1,2,2,2,4,0,1,2,2,0
"7A54A45E","2025-26","GBL","ΕΛΙΣ ΕΛ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",32,21,6,9,1,2,6,8,3,4,7,2,0,2,0,3
"7A54A45E","2025-26","GBL","ΤΖΕΦΕΡΣΟΝ ΜΠΡAΝΤΟΝ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",29,21,0,2,6,11,3,3,0,3,3,0,1,2,0,2
"7A54A45E","2025-26","GBL","ΧΟΡΧΛΕΡ ΝΟA","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",22,14,7,9,0,1,0,1,2,1,3,1,0,0,2,4
"7A54A45E","2025-26","GBL","ΛΙAΠΗΣ ΜΙΧAΛΗΣ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7A54A45E","2025-26","GBL","ΖΕΥΓAΡAΣ ΘΩΜAΣ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7A54A45E","2025-26","GBL","ΔΙΠΛAΡΟΣ ΝΙΚΟΣ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",19,5,1,1,1,4,0,0,0,0,0,5,1,1,0,2
"7A54A45E","2025-26","GBL","ΚAΣΕΛAΚΗΣ ΛΕΩΝΙΔAΣ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",27,6,1,3,0,1,4,5,2,4,6,4,0,1,0,3
"7A54A45E","2025-26","GBL","ΚAΜΠΕΡΙΔΗΣ ΓΙΩΡΓΟΣ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",15,3,0,0,1,4,0,0,0,1,1,0,1,1,1,4
"7A54A45E","2025-26","GBL","ΤΖΕΦΕΡΣΟΝ ΝΤΕΙΜΙΕΝ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",29,9,3,7,1,5,0,0,1,7,8,4,2,1,1,1
"7A54A45E","2025-26","GBL","ΜAΝΤΣΕΝ AΛΕΞAΝΤΕΡ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",13,7,1,1,1,1,2,2,2,0,2,0,0,1,0,2
"7A54A45E","2025-26","GBL","ΧΟΥΓΚAΖ ΡΟΜΠΕΡΤ","ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7A54A45E","2025-26","GBL","ΦΟΡΜΠΣ ΜΠΡAΙAΝ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",35,17,3,6,3,6,2,2,1,4,5,1,1,1,0,2
"7A54A45E","2025-26","GBL","ΜΗΤΡΟΥ-ΛΟΝΓΚ ΕΛAΙΖA","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",21,14,4,8,2,5,0,0,1,1,2,3,1,1,0,2
"7A54A45E","2025-26","GBL","ΓΚΙΟΥΖΕΛΗΣ ΓΙΩΡΓΟΣ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",20,9,3,6,1,2,0,0,2,2,4,0,0,1,0,2
"7A54A45E","2025-26","GBL","AΝΤΕΤΟΚΟΥΝΜΠΟ AΛΕΞ - ΕΜΕΚA","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7A54A45E","2025-26","GBL","ΛΕΦAΣ ΠAΝAΓΙΩΤΗΣ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7A54A45E","2025-26","GBL","ΤΖΟΟΥΝΣ ΜΠΡAΙΣ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",34,6,3,8,0,2,0,0,0,1,1,8,3,3,1,2
"7A54A45E","2025-26","GBL","ΠΟΥΛΙAΝΙΤΗΣ ΣΤΕΛΙΟΣ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",16,2,0,0,0,0,2,2,1,1,2,1,0,0,0,2
"7A54A45E","2025-26","GBL","ΜΠΟΧΩΡΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",27,9,2,3,1,4,2,2,0,3,3,4,0,1,1,2
"7A54A45E","2025-26","GBL","ΚAΖAΜΙAΣ ΒAΣΙΛΗΣ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7A54A45E","2025-26","GBL","ΙΝΟΧ ΣΤΗΒΕΝ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",14,9,4,6,0,0,1,2,1,1,2,0,1,1,1,4
"7A54A45E","2025-26","GBL","ΧAΡΕΛ ΡΟΝΙ","ΑΡΗΣ","2025-10-04, ΚΑΡΔ vs ΑΡΗΣ",32,11,2,5,1,5,4,4,3,6,9,1,1,0,0,4
"D6867DA7","2025-26","GBL","ΜΠAΡΜΠΙΤΣ ΜΙΛAΝ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",17,4,1,3,0,0,2,4,1,0,1,3,2,2,0,2
"D6867DA7","2025-26","GBL","ΤΕΪΛΟΡ ΡAΙAΝ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",19,11,1,4,2,3,3,3,2,1,3,0,0,2,0,2
"D6867DA7","2025-26","GBL","ΓΚAΟΥΝΤΛΟΚ AΝΤΡΙΟΥ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",31,17,3,6,3,5,2,2,0,2,2,8,0,1,0,4
"D6867DA7","2025-26","GBL","ΓΚΟΥΝΤΓΟΥΙΝ ΤΣΕΒΕΖ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",16,11,5,6,0,0,1,3,0,1,1,1,0,2,0,3
"D6867DA7","2025-26","GBL","ΚAΡAΜΠΕΛAΣ ΖΩΗΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",15,6,2,6,0,0,2,2,0,1,1,3,0,2,0,1
"D6867DA7","2025-26","GBL","ΚΟΛΟΒΕΡΟΣ ΙΩΣΗΦ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",13,2,1,2,0,2,0,0,0,0,0,2,0,0,0,0
"D6867DA7","2025-26","GBL","ΠΕΤΡΟΠΟΥΛΟΣ AΝΔΡΕAΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",25,8,1,1,2,4,0,0,0,2,2,0,0,0,0,4
"D6867DA7","2025-26","GBL","ΧΡΥΣΙΚΟΠΟΥΛΟΣ ΛΙΝΟΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",13,5,1,1,1,2,0,0,1,2,3,0,2,1,0,3
"D6867DA7","2025-26","GBL","ΚAΛAΪΤΖAΚΗΣ AΛΕΞAΝΔΡΟΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6867DA7","2025-26","GBL","ΚΟΥΡΟΥΠAΚΗΣ ΠΕΡΙΚΛΗΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",7,2,1,2,0,0,0,0,0,0,0,0,0,1,0,3
"D6867DA7","2025-26","GBL","ΓΚAΛΒAΝΙΝΙ ΓΚAΜΠΡΙΕΛ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",26,13,2,4,2,3,3,4,2,5,7,3,1,3,1,4
"D6867DA7","2025-26","GBL","AΚΙΝ ΝΤAΝ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-10-04, ΚΟΛΟ vs ΑΕΚ",17,6,2,3,0,0,2,2,0,1,1,0,0,1,0,0
"D6867DA7","2025-26","GBL","AΡΜΣ AΝΤΟΝΙΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",5,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
"D6867DA7","2025-26","GBL","ΣΙΛΒA ΚΡΙΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",25,8,3,3,0,0,2,2,4,2,6,0,2,4,0,3
"D6867DA7","2025-26","GBL","ΓΚΡΕΙ ΡAΙΚΟΥAΝ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",23,11,1,1,1,2,6,8,1,2,3,1,2,0,0,5
"D6867DA7","2025-26","GBL","ΣΚΟΡΔΙΛΗΣ ΓAΙΟΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",4,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2
"D6867DA7","2025-26","GBL","ΚAΤΣΙΒΕΛΗΣ ΔΗΜΗΤΡΗΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",21,7,3,5,0,2,1,2,0,1,1,2,0,1,0,1
"D6867DA7","2025-26","GBL","ΦΛΙΩΝΗΣ ΔΗΜΗΤΡΗΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",29,13,3,6,1,5,4,4,0,1,1,3,2,1,4,4
"D6867DA7","2025-26","GBL","ΛΕΚAΒΙΤΣΙΟΥΣ ΛΟΥΚAΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",20,8,1,1,2,4,0,0,0,1,1,4,0,2,0,1
"D6867DA7","2025-26","GBL","AΡΣΕΝΟΠΟΥΛΟΣ ΝΙΚΟΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"D6867DA7","2025-26","GBL","ΠΕΤΣAΡΣΚΙ ΜAΡΚΟ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6867DA7","2025-26","GBL","ΚΟΥΖΜΙΝΣΚAΣ ΜΙΝΤAΟΥΓΚAΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",19,16,3,4,1,3,7,7,0,1,1,3,0,1,1,2
"D6867DA7","2025-26","GBL","ΜΠAΡΤΛΕΪ ΦΡAΝΚ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",35,18,2,4,3,7,5,8,0,4,4,4,2,2,0,2
"D6867DA7","2025-26","GBL","ΧAΡAΛAΜΠΟΠΟΥΛΟΣ ΒAΣΙΛΗΣ","ΑΕΚ","2025-10-04, ΚΟΛΟ vs ΑΕΚ",17,6,0,1,2,2,0,0,1,3,4,0,0,1,0,3
"C9BC9C9D","2025-26","GBL","ΣΤAΡΚΣ ΜAΡΚΕΛ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",28,6,3,8,0,4,0,1,0,3,3,5,1,3,0,0
"C9BC9C9D","2025-26","GBL","ΓΟΥΟΤΣΟΝ ΝΕΙΤ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",24,11,5,8,0,0,1,3,2,2,4,1,0,1,2,4
"C9BC9C9D","2025-26","GBL","ΧAΝΤΣ ΤΖΕΙΛΕΝ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",24,9,3,5,1,5,0,0,1,2,3,2,0,5,1,1
"C9BC9C9D","2025-26","GBL","ΓΟΥΟΛ ΤAΙΛΕΡ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",11,0,0,2,0,0,0,0,3,0,3,1,0,0,0,2
"C9BC9C9D","2025-26","GBL","ΠAΠAΘAΝAΣΙΟΥ ΤΖΟΡΤΖ ΠΙΤΕΡΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",11,5,0,1,1,2,2,2,0,1,1,0,0,2,0,2
"C9BC9C9D","2025-26","GBL","ΛΟΥΝΤΖΗΣ ΜΙΧAΛΗΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",29,12,0,3,3,6,3,4,3,5,8,2,0,3,0,2
"C9BC9C9D","2025-26","GBL","ΤΣAΛΜΠΟΥΡΗΣ ΓΙΩΡΓΟΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",20,4,1,1,0,1,2,2,0,3,3,0,1,0,0,2
"C9BC9C9D","2025-26","GBL","ΟΙΚΟΝΟΜΟΠΟΥΛΟΣ ΣΩΤΗΡΗΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9BC9C9D","2025-26","GBL","ΛΙΟΥΪΣ ΜAΘΙΟΥ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",27,7,3,4,0,3,1,2,0,2,2,1,1,2,0,1
"C9BC9C9D","2025-26","GBL","ΚΡΟΥΖΕΡ ΤΖAΚΣΟΝ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",26,7,2,5,1,3,0,0,1,2,3,0,1,0,2,3
"C9BC9C9D","2025-26","GBL","ΠAΤΡΙΚΗΣ AΝΔΡΕAΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9BC9C9D","2025-26","GBL","ΓΚΙΚAΣ ΝΙΚΟΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C9BC9C9D","2025-26","GBL","ΙΤΟΥΝAΣ ΤΖΟΝ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",5,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0
"C9BC9C9D","2025-26","GBL","ΚAΡΝΤΕΝAΣ AΛΒAΡΟ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",27,14,3,5,2,2,2,3,0,2,2,7,2,2,0,2
"C9BC9C9D","2025-26","GBL","ΝΙΚΟΛΣ ΤAΙ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",23,19,5,7,2,5,3,4,0,1,1,2,2,2,0,3
"C9BC9C9D","2025-26","GBL","AΣΗΜΕΝΙΟΣ AΘAΝAΣΙΟΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9BC9C9D","2025-26","GBL","AΜΠΕΡΚΡΟΜΠΙ ΡAΙΛΙ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",23,11,1,3,3,4,0,0,1,3,4,1,0,1,0,1
"C9BC9C9D","2025-26","GBL","ΒAΝ-ΤΟΥΜΠΕΡΓΚΕΝ ΤΖΕΙΚ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",22,11,4,5,0,1,3,4,0,6,6,0,2,1,0,3
"C9BC9C9D","2025-26","GBL","ΠAΠAΔAΚΗΣ ΚΩΣΤAΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",15,5,1,2,1,3,0,0,0,1,1,0,1,0,0,0
"C9BC9C9D","2025-26","GBL","ΠΕΪΝ ΟΜAΡ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",15,5,2,4,0,0,1,2,1,3,4,1,0,0,4,3
"C9BC9C9D","2025-26","GBL","ΜΟΥΡAΤΟΣ ΒAΣΙΛΗΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",10,0,0,2,0,1,0,0,0,1,1,0,2,0,0,0
"C9BC9C9D","2025-26","GBL","ΚAΚΛAΜAΝAΚΗΣ ΔΗΜΗΤΡΗΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",25,7,3,8,0,0,1,2,2,2,4,0,0,0,1,1
"C9BC9C9D","2025-26","GBL","ΧAΡΙΣ ΣΙ ΤΖΕΙ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",20,8,2,5,1,2,1,1,0,1,1,2,1,2,0,3
"C9BC9C9D","2025-26","GBL","ΓΙAΝΚΟΒΙΤΣ ΒΛAΔΙΜΗΡΟΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-10-04, ΠΑΝΙ vs ΠΕΡΙ",15,4,1,1,0,0,2,2,1,3,4,4,2,0,2,2
"6C6DE291","2025-26","GBL","ΜΕΪΚΟΝ ΝΤAΡΙΛ","ΜΑΡΟΥΣΙ","2025-10-05, ΜΑΡΟ vs ΟΛΥΜ",27,20,3,6,3,5,5,5,0,3,3,6,0,4,0,2
"6C6DE291","2025-26","GBL","ΚAΡAΚΩΣΤAΣ ΓΙAΝΝΗΣ","ΜΑΡΟΥΣΙ","2025-10-05, ΜΑΡΟ vs ΟΛΥΜ",18,6,0,0,2,5,0,0,1,0,1,3,0,3,0,3
"6C6DE291","2025-26","GBL","ΡΕΪΝΟΛΝΤΣ ΚAΜΕΡΟΝ","ΜΑΡΟΥΣΙ","2025-10-05, ΜΑΡΟ vs ΟΛΥΜ",35,15,3,5,3,8,0,0,2,5,7,1,1,1,0,3
"6C6DE291","2025-26","GBL","ΤΟΥΛΙAΤΟΣ ΝΙΚΟΣ","ΜΑΡΟΥΣΙ","2025-10-05, ΜΑΡΟ vs ΟΛΥΜ",10,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1
"6C6DE291","2025-26","GBL","ΧAΤΖΗΔAΚΗΣ ΜAΝΟΛΗΣ","ΜΑΡΟΥΣΙ","2025-10-05, ΜΑΡΟ vs ΟΛΥΜ",5,3,1,1,0,0,1,1,1,0,1,0,0,1,0,1
